batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_score,R2_score,R3_score
417,2,1431,Guess I'll have to add Robin Williams right next to Charlie Chaplin.Now Adam Sandler remains my only favorite comedian left.,B_conf,"NH90, NO80","NH90, NO80","NH90, NO70","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['90', '80']","['90', '80']","['90', '70']"
417,2,1431,Guess I'll have to add Robin Williams right next to Charlie Chaplin.Now Adam Sandler remains my only favorite comedian left.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
417,2,1431,Guess I'll have to add Robin Williams right next to Charlie Chaplin.Now Adam Sandler remains my only favorite comedian left.,C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
297,5,1432,@###### you mean trash.,A_conf,"OL100, NH90","OL90, NH95","OL100, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '90']","['90', '95']","['100', '90']"
297,5,1432,@###### you mean trash.,B_conf,"NH90, OL100","NH90, OL95","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '95']","['90', '100']"
297,5,1432,@###### you mean trash.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
297,5,1432,@###### you mean trash.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
120,5,1433,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",A_conf,"OL100, HS90","OL100, HS90","OL100, HS100","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['100', '90']","['100', '100']"
120,5,1433,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",B_conf,"HS95, OL100","HS95, OL100","HS95, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '100']","['95', '100']","['95', '100']"
120,5,1433,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",C.HS_conf,HS95,HS90,HS90,['HS'],['HS'],['HS'],['95'],['90'],['90']
120,5,1433,"#DegenerateArtist Can't do it ALL on CARD&gt; I'm not a French Muslim retard&gt; I don't expect or demand a child bride yard, cuz I got MAN DICK&gt;",C.OL_conf,OL100,OL95,OL100,['OL'],['OL'],['OL'],['100'],['95'],['100']
472,1,1434,"RT @###### Write in Christine LaPorta for #MOSen #Ferguson She represents all
ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;",A_conf,"OL90, HS85","OL90, HS85","OL90, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['90', '85']","['90', '90']"
472,1,1434,"RT @###### Write in Christine LaPorta for #MOSen #Ferguson She represents all
ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;",B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
472,1,1434,"RT @###### Write in Christine LaPorta for #MOSen #Ferguson She represents all
ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
472,1,1434,"RT @###### Write in Christine LaPorta for #MOSen #Ferguson She represents all
ChappelleNadal refer to whites as crackers &amp; KKK ht&#8230;",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,C.OL_conf,OL90,OL90,OL70,['OL'],['OL'],['OL'],['90'],['90'],['70']
268,3,1436,RT @###### Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,A_conf,"OL70, NH90","OL90, NH70","OL90, NH85","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['70', '90']","['90', '70']","['90', '85']"
268,3,1436,RT @###### Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,B_conf,"NH90, OL70","NH90, OL80","NH90, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '70']","['90', '80']","['90', '70']"
268,3,1436,RT @###### Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
268,3,1436,RT @###### Scott Walker investigate. Christie's Bridgegate. Perry's drunk monkey Dem DA-gate. All men innocent. All threats to left&#8230;,C.OL_conf,OL70,OL70,NO90,['OL'],['OL'],['NO'],['70'],['70'],['90']
357,3,1437,Stop rt'ing Celtics trash please,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
357,3,1437,Stop rt'ing Celtics trash please,B_conf,"NH90, OL95","NH90, OL95","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '80']"
357,3,1437,Stop rt'ing Celtics trash please,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
357,3,1437,Stop rt'ing Celtics trash please,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
365,3,1438,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @######,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
365,3,1438,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @######,B_conf,"NH90, OL95","NH90, OL95","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '80']"
365,3,1438,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @######,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
365,3,1438,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @######,C.OL_conf,OL80,OL90,OL90,['OL'],['OL'],['OL'],['80'],['90'],['90']
325,2,1439,RT @###### I say nigger with love,A_conf,"OL100, HS50","OL100, NH90","OL100, HS40","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['100', '50']","['100', '90']","['100', '40']"
325,2,1439,RT @###### I say nigger with love,B_conf,"NH90, OL100","NH90, OL100","NH70, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['70', '100']"
325,2,1439,RT @###### I say nigger with love,C.HS_conf,NH90,NH90,NH70,['NH'],['NH'],['NH'],['90'],['90'],['70']
325,2,1439,RT @###### I say nigger with love,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
206,6,1440,If your twitter is private but your Instagram is public u r probs a trash talking thot,A_conf,"OL95, NH90","OL95, NH90","OL90, NH70","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '90']","['95', '90']","['90', '70']"
206,6,1440,If your twitter is private but your Instagram is public u r probs a trash talking thot,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
206,6,1440,If your twitter is private but your Instagram is public u r probs a trash talking thot,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
206,6,1440,If your twitter is private but your Instagram is public u r probs a trash talking thot,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
66,3,1441,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",A_conf,"OL95, HS90","OL100, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['100', '90']","['100', '90']"
66,3,1441,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",B_conf,"HS90, OL100","NH70, OL90","HS95, OL100","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['90', '100']","['70', '90']","['95', '100']"
66,3,1441,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
66,3,1441,"Almost everyone I met in #Paris was absolute trash. And if they support a republican government, I hope they fucking die.",C.OL_conf,OL90,OL90,OL95,['OL'],['OL'],['OL'],['90'],['90'],['95']
191,6,1442,"@###### You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",A_conf,"OL100, NH90","OL100, NH90","OL100, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['100', '90']","['100', '90']","['100', '90']"
191,6,1442,"@###### You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",B_conf,"NH90, OL100","NH70, OL100","NH60, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['70', '100']","['60', '100']"
191,6,1442,"@###### You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
191,6,1442,"@###### You bitch. Come on you bitch. You scared coward, you not man enough to fuck with me. You can't last two minutes in my world bitch.",C.OL_conf,OL95,OL95,OL95,['OL'],['OL'],['OL'],['95'],['95'],['95']
272,6,1443,@###### probs that fag Vhia,A_conf,"OL95, HS90","OL95, HS90","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '90']","['95', '90']","['95', '90']"
272,6,1443,@###### probs that fag Vhia,B_conf,"HS90, OL100","HS90, OL100","HS90, OL100","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '100']","['90', '100']","['90', '100']"
272,6,1443,@###### probs that fag Vhia,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
272,6,1443,@###### probs that fag Vhia,C.OL_conf,OL95,OL95,OL90,['OL'],['OL'],['OL'],['95'],['95'],['90']
173,6,1444,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?,A_conf,"OL95, NH70","OL90, HS20","OL95, NH70","['OL', 'NH']","['OL', 'HS']","['OL', 'NH']","['95', '70']","['90', '20']","['95', '70']"
173,6,1444,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?,B_conf,"NH90, OL100","NH70, OL90","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['70', '90']","['70', '90']"
173,6,1444,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
173,6,1444,@###### bitch ain't fall down or nothing. bet she can take more licks than you. No?,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
242,3,1445,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you,A_conf,"OL90, NH90","OL90, NH90","OL90, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '90']","['90', '90']","['90', '90']"
242,3,1445,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
242,3,1445,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
242,3,1445,RT @###### &#8220;@###### @###### finished the essay and the quiz bitch&#8221;good job bud proud of you,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
9,3,1446,@###### @###### he wasn't training gook boy doe,A_conf,"OL90, HS95","OL100, HS100","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '95']","['100', '100']","['100', '90']"
9,3,1446,@###### @###### he wasn't training gook boy doe,B_conf,"HS95, OL100","HS90, OL95","HS90, OL95","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['95', '100']","['90', '95']","['90', '95']"
9,3,1446,@###### @###### he wasn't training gook boy doe,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
9,3,1446,@###### @###### he wasn't training gook boy doe,C.OL_conf,OL95,OL95,OL90,['OL'],['OL'],['OL'],['95'],['95'],['90']
320,5,1447,@###### bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,A_conf,"OL90, HS85","OL90, HS85","OL95, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '85']","['90', '85']","['95', '90']"
320,5,1447,@###### bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,B_conf,"HS90, OL95","HS90, OL95","HS90, OL95","['HS', 'OL']","['HS', 'OL']","['HS', 'OL']","['90', '95']","['90', '95']","['90', '95']"
320,5,1447,@###### bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,C.HS_conf,HS90,HS90,HS90,['HS'],['HS'],['HS'],['90'],['90'],['90']
320,5,1447,@###### bread in general aint too good for ya...but honky bread the worst...&#128514;&#128514;,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
83,3,1448,@###### chik fil a. hipotle is trash and taco bell will give you the runs,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
83,3,1448,@###### chik fil a. hipotle is trash and taco bell will give you the runs,B_conf,"NH95, OL90","NH90, OL80","NH90, OL70","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '90']","['90', '80']","['90', '70']"
83,3,1448,@###### chik fil a. hipotle is trash and taco bell will give you the runs,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
83,3,1448,@###### chik fil a. hipotle is trash and taco bell will give you the runs,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
70,1,1449,"Subtweeting little bitch ""taking the high road""",A_conf,"OL90, HS30","OL100, NH90","OL90, HS30","['OL', 'HS']","['OL', 'NH']","['OL', 'HS']","['90', '30']","['100', '90']","['90', '30']"
70,1,1449,"Subtweeting little bitch ""taking the high road""",B_conf,"NH70, OL100","NH70, OL100","NH70, OL90","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '100']","['70', '100']","['70', '90']"
70,1,1449,"Subtweeting little bitch ""taking the high road""",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
70,1,1449,"Subtweeting little bitch ""taking the high road""",C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
449,3,1450,Pass them sticks bitch!!!!!!!,A_conf,"OL95, NH85","OL95, NH90","OL90, NH85","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['95', '85']","['95', '90']","['90', '85']"
449,3,1450,Pass them sticks bitch!!!!!!!,B_conf,"NH90, OL100","NH90, OL100","NH90, OL100","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['90', '100']"
449,3,1450,Pass them sticks bitch!!!!!!!,C.HS_conf,NH70,NH70,NH90,['NH'],['NH'],['NH'],['70'],['70'],['90']
449,3,1450,Pass them sticks bitch!!!!!!!,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
470,4,1451,"@###### My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",A_conf,"NO90, NH95","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '95']"
470,4,1451,"@###### My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",B_conf,"NH95, NO90","NH100, NO100","NH100, NO100","['NH', 'NO']","['NH', 'NO']","['NH', 'NO']","['95', '90']","['100', '100']","['100', '100']"
470,4,1451,"@###### My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",C.HS_conf,NH95,NH95,NH90,['NH'],['NH'],['NH'],['95'],['95'],['90']
470,4,1451,"@###### My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair.",C.OL_conf,NO100,NO100,NO100,['NO'],['NO'],['NO'],['100'],['100'],['100']
213,2,1452,@###### I think most RPGs are for the birds. I ain't no bird brain yo,A_conf,"OL90, NH95","OL70, NH90","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['70', '90']","['90', '95']"
213,2,1452,@###### I think most RPGs are for the birds. I ain't no bird brain yo,B_conf,"NH95, OL90","NH90, OL80","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '90']","['90', '80']","['90', '80']"
213,2,1452,@###### I think most RPGs are for the birds. I ain't no bird brain yo,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
213,2,1452,@###### I think most RPGs are for the birds. I ain't no bird brain yo,C.OL_conf,OL90,NO90,OL70,['OL'],['NO'],['OL'],['90'],['90'],['70']
388,2,1453,@###### @###### Does da N mean negro?,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
388,2,1453,@###### @###### Does da N mean negro?,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
388,2,1453,@###### @###### Does da N mean negro?,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
388,2,1453,@###### @###### Does da N mean negro?,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
50,3,1454,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",A_conf,"NO90, NH95","NO90, NH95","NO90, NH95","['NO', 'NH']","['NO', 'NH']","['NO', 'NH']","['90', '95']","['90', '95']","['90', '95']"
50,3,1454,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",B_conf,"NH95, OL80","NH90, NO80","NH90, NO80","['NH', 'OL']","['NH', 'NO']","['NH', 'NO']","['95', '80']","['90', '80']","['90', '80']"
50,3,1454,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
50,3,1454,"Thinking about the ""boom boom boom waaay ho"" video makes me laugh at least once a day.",C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,A_conf,"OL90, HS70","OL90, HS30","OL90, HS30","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '30']","['90', '30']"
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,B_conf,"HS90, OL100","HS90, OL100","NH70, OL90","['HS', 'OL']","['HS', 'OL']","['NH', 'OL']","['90', '100']","['90', '100']","['70', '90']"
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,C.HS_conf,NH70,NH60,NH70,['NH'],['NH'],['NH'],['70'],['60'],['70']
433,2,1455,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
110,5,1456,Cavs trash too,A_conf,"OL90, NH95","OL90, NH70","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '70']","['90', '95']"
110,5,1456,Cavs trash too,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
110,5,1456,Cavs trash too,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
110,5,1456,Cavs trash too,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
462,4,1457,@###### their tortillas are trash though.,A_conf,"OL90, NH95","OL90, NH95","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '95']"
462,4,1457,@###### their tortillas are trash though.,B_conf,"NH90, OL80","NH90, OL80","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '80']","['90', '80']","['90', '80']"
462,4,1457,@###### their tortillas are trash though.,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
462,4,1457,@###### their tortillas are trash though.,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
198,5,1458,Run out with the baldhead bitch thing....,A_conf,"OL90, NH95","OL90, NH95","OL90, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '95']","['90', '90']"
198,5,1458,Run out with the baldhead bitch thing....,B_conf,"NH90, OL95","NH90, OL100","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '100']","['90', '95']"
198,5,1458,Run out with the baldhead bitch thing....,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
198,5,1458,Run out with the baldhead bitch thing....,C.OL_conf,OL95,OL90,OL90,['OL'],['OL'],['OL'],['95'],['90'],['90']
340,4,1459,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",A_conf,"OL95, HS70","OL90, HS70","OL95, HS85","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['95', '70']","['90', '70']","['95', '85']"
340,4,1459,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",B_conf,"HS90, OL100","NH90, OL95","HS90, OL95","['HS', 'OL']","['NH', 'OL']","['HS', 'OL']","['90', '100']","['90', '95']","['90', '95']"
340,4,1459,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
340,4,1459,"That's not a duck face, that's the result of me walking into a pole once while I was tweeting that you're a retard.",C.OL_conf,OL95,OL90,OL90,['OL'],['OL'],['OL'],['95'],['90'],['90']
444,6,1460,@###### mannn Mexicans in Houston LOVE their high school freshman hoes,A_conf,"OL100, HS90","OL95, HS90","OL100, HS90","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['100', '90']","['95', '90']","['100', '90']"
444,6,1460,@###### mannn Mexicans in Houston LOVE their high school freshman hoes,B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
444,6,1460,@###### mannn Mexicans in Houston LOVE their high school freshman hoes,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
444,6,1460,@###### mannn Mexicans in Houston LOVE their high school freshman hoes,C.OL_conf,OL90,OL90,OL95,['OL'],['OL'],['OL'],['90'],['90'],['95']
203,2,1461,@###### haven't you ever heard the story of the birds and the bees,A_conf,"OL60, NH90","OL90, NH95","OL70, NH90","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['60', '90']","['90', '95']","['70', '90']"
203,2,1461,@###### haven't you ever heard the story of the birds and the bees,B_conf,"NH95, OL70","NH90, OL70","NH90, OL80","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['95', '70']","['90', '70']","['90', '80']"
203,2,1461,@###### haven't you ever heard the story of the birds and the bees,C.HS_conf,NH90,NH90,NH90,['NH'],['NH'],['NH'],['90'],['90'],['90']
203,2,1461,@###### haven't you ever heard the story of the birds and the bees,C.OL_conf,NO90,NO90,NO90,['NO'],['NO'],['NO'],['90'],['90'],['90']
445,3,1462,RT @###### Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;,A_conf,"OL90, NH70","OL95, NH85","OL95, NH70","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '70']","['95', '85']","['95', '70']"
445,3,1462,RT @###### Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;,B_conf,"NH70, OL90","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['90', '95']","['90', '95']"
445,3,1462,RT @###### Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
445,3,1462,RT @###### Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;,C.OL_conf,OL90,OL90,OL90,['OL'],['OL'],['OL'],['90'],['90'],['90']
70,3,1463,@###### Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,A_conf,"OL90, HS70","OL90, HS70","OL90, HS70","['OL', 'HS']","['OL', 'HS']","['OL', 'HS']","['90', '70']","['90', '70']","['90', '70']"
70,3,1463,@###### Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,B_conf,"NH70, OL90","NH70, OL90","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['70', '90']","['70', '90']","['90', '95']"
70,3,1463,@###### Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,C.HS_conf,NH70,NH70,NH70,['NH'],['NH'],['NH'],['70'],['70'],['70']
70,3,1463,@###### Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.,C.OL_conf,OL80,OL80,OL90,['OL'],['OL'],['OL'],['80'],['80'],['90']
272,2,1464,"@###### @###### I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points",A_conf,"OL90, NH95","OL90, NH90","OL90, NH95","['OL', 'NH']","['OL', 'NH']","['OL', 'NH']","['90', '95']","['90', '90']","['90', '95']"
272,2,1464,"@###### @###### I don't suck tho, you're just mad because you're trash and I carried you. you always had 0 points",B_conf,"NH90, OL95","NH90, OL95","NH90, OL95","['NH', 'OL']","['NH', 'OL']","['NH', 'OL']","['90', '95']","['90', '95']","['90', '95']"
