batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
265,1,1130,&#8220;@###### My tweets trash&#8221;,C.OL,NO,NO,NO,NO,NO,NO,"NO    -0.000123 
OL    -9.000123 
_NO   -19.500124
No    -19.750124
 NO   -19.750124
dtype: float64",",      0.000 
.     -21.250
 ,    -21.375
،     -21.750
 NO   -22.000
dtype: float64",,"NO    -0.000123 
OL    -9.000123 
_NO   -19.500124
No    -19.750124
 NO   -19.750124
dtype: float64",",      0.000 
.     -21.250
 ,    -21.375
،     -21.750
 NO   -22.000
dtype: float64",,"NO    -0.000123 
OL    -9.000123 
_NO   -19.500124
No    -19.750124
 NO   -19.750124
dtype: float64",",      0.000 
.     -21.250
 ,    -21.375
،     -21.750
 NO   -22.000
dtype: float64",
265,2,1477,@###### @###### @###### I miss the pizza! The passion.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO     0.00 
No    -18.50
no    -19.75
NH    -21.00
_NO   -22.75
dtype: float64",",     -3.128163e-07
,N    -1.537500e+01
 ,    -1.912500e+01
 NH   -2.025000e+01
.     -2.137500e+01
dtype: float64"," NH     0.00 
NH     -23.25
 NO    -26.00
 NHS   -28.00
 N     -28.25
dtype: float64","NO     0.000 
No    -17.750
no    -19.250
NH    -20.500
_NO   -21.375
dtype: float64",",     -3.128163e-07
,N    -1.537500e+01
 ,    -2.037500e+01
 NH   -2.075000e+01
.     -2.212500e+01
dtype: float64"," NH     0.00 
NH     -22.25
 NO    -27.25
 NHS   -28.50
 nh    -28.75
dtype: float64","NO     0.000 
No    -17.750
no    -19.250
NH    -20.500
_NO   -21.375
dtype: float64",",     -3.128163e-07
,N    -1.537500e+01
 ,    -2.037500e+01
 NH   -2.075000e+01
.     -2.212500e+01
dtype: float64"," NH     0.00 
NH     -22.25
 NO    -27.25
 NHS   -28.50
 nh    -28.75
dtype: float64"
265,2,1477,@###### @###### @###### I miss the pizza! The passion.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH     0.00 
nh    -22.25
N     -24.75
NO    -24.75
 NH   -26.25
dtype: float64",",      0.00 
 NO   -22.50
 ,    -23.50
.     -24.25
،     -25.50
dtype: float64"," NO     0.00 
NO     -19.00
 N     -24.50
 NOI   -25.25
       -26.00
dtype: float64","NH    0.00 
nh   -22.25
N    -23.25
NO   -24.25
Nh   -26.00
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64"," NO    0.00 
NO    -18.00
 N    -22.00
      -24.25
_NO   -24.75
dtype: float64","NH    0.00 
nh   -22.25
N    -23.25
NO   -24.25
Nh   -26.00
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64"," NO    0.00 
NO    -18.00
 N    -22.00
      -24.25
_NO   -24.75
dtype: float64"
265,2,1477,@###### @###### @###### I miss the pizza! The passion.,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.00 
N    -19.50
Nh   -23.50
MH   -23.50
nh   -23.75
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",,"NH    0.00 
N    -19.50
Nh   -23.50
MH   -23.50
nh   -23.75
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",,"NH    0.000 
N    -19.250
Nh   -20.750
nh   -22.000
HS   -22.125
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",
265,2,1477,@###### @###### @###### I miss the pizza! The passion.,C.OL,NO,NO,NO,NO,NO,NO,"NO     0.00 
No    -21.00
_NO   -23.50
N     -24.00
no    -24.75
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",,"NO     0.0 
No    -21.0
no    -23.0
_NO   -23.0
 NO   -24.0
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",,"NO     0.0 
No    -21.0
no    -23.0
_NO   -23.0
 NO   -24.0
dtype: float64",",      0.000 
 NO   -20.500
 ,    -21.250
.     -21.500
،     -22.875
dtype: float64",
265,3,2748,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -1.936126e-07
NO   -1.600000e+01
OH   -2.050000e+01
ОЛ   -2.200000e+01
HS   -2.275000e+01
dtype: float64",",      0.000 
,N    -18.125
.     -20.250
 NH   -21.625
،     -22.125
dtype: float64"," NH     0.00 
 NO    -20.00
 N     -23.00
NH     -24.25
 NHS   -25.25
dtype: float64","OL    0.00 
NO   -17.00
OH   -22.25
ОЛ   -22.50
HL   -24.00
dtype: float64",",    -1.936126e-07
,N   -1.625000e+01
 ,   -2.112500e+01
.    -2.137500e+01
/N   -2.200000e+01
dtype: float64"," NH     0.00 
 NO    -18.50
 N     -23.00
NH     -23.25
 NHS   -25.00
dtype: float64","OL    0.00 
NO   -17.00
OH   -22.25
ОЛ   -22.50
HL   -24.00
dtype: float64",",    -1.936126e-07
,N   -1.587500e+01
.    -2.062500e+01
 ,   -2.075000e+01
/N   -2.150000e+01
dtype: float64"," NH     0.00 
 NO    -19.00
 N     -22.75
NH     -24.50
 NHS   -25.25
dtype: float64"
265,3,2748,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.0 
NO   -22.5
HS   -23.5
N    -26.0
nh   -26.5
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64"," OL    0.00 
OL    -18.75
 OH   -22.75
 HS   -22.75
      -23.50
dtype: float64","NH    0.0 
NO   -20.5
HS   -22.5
N    -24.5
nh   -25.0
dtype: float64",",     0.000 
.    -21.000
\n   -22.375
،    -22.500
 ,   -22.750
dtype: float64"," OL    0.00 
OL    -19.25
 HS   -20.25
 NO   -21.75
 OH   -21.75
dtype: float64","NH    0.0 
NO   -22.5
HS   -23.5
N    -26.0
nh   -26.5
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64"," OL    0.00 
OL    -18.75
 OH   -22.75
 HS   -22.75
      -23.50
dtype: float64"
265,3,2748,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",C.HS,NH,NH,NH,NH,NH,NH,"NH     0.00 
nh    -22.75
 NH   -24.50
Nh    -24.75
HS    -25.00
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",,"NH     0.00 
nh    -22.75
 NH   -24.50
Nh    -24.75
HS    -25.00
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",,"NH     0.00 
nh    -21.25
HS    -21.25
Nh    -22.75
 NH   -23.00
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",
265,3,2748,"Any dope nigga or pretty chick is gon have people wantin their attention.. Y'all gotta grow up with that ""you got hoes"" shit..",C.OL,OL,OL,OL,OL,OL,OL,"OL    0.00 
NO   -19.50
ОЛ   -24.00
ol   -24.75
Ol   -24.75
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",,"OL    0.00 
NO   -19.50
ОЛ   -24.00
ol   -24.75
Ol   -24.75
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",,"OL    0.00 
NO   -19.50
ОЛ   -24.00
ol   -24.75
Ol   -24.75
dtype: float64",",      0.000 
.     -19.875
\n    -21.000
 OL   -21.375
،     -21.625
dtype: float64",
265,4,1650,RT @###### @###### np big nig nig,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.00001 
NO   -11.50001
OH   -15.75001
NH   -16.25001
ОЛ   -20.50001
dtype: float64",",     -1.936126e-07
,N    -1.637500e+01
.     -1.962500e+01
 NH   -1.962500e+01
،     -2.062500e+01
dtype: float64"," NH    -6.704273e-07
 HS    -1.450000e+01
 NO    -1.575000e+01
NH     -1.800000e+01
 NHS   -2.050000e+01
dtype: float64","OL   -0.000014 
NO   -11.250013
OH   -14.500013
NH   -15.250013
HS   -20.250013
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 NH   -2.062500e+01
.     -2.087500e+01
 ,    -2.100000e+01
dtype: float64"," NH   -0.000002 
 HS   -13.000003
 NO   -16.250002
NH    -17.500002
 NJ   -19.500002
dtype: float64","OL   -0.000014 
NO   -11.250013
OH   -14.500013
NH   -15.250013
HS   -20.250013
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 NH   -2.062500e+01
.     -2.087500e+01
 ,    -2.100000e+01
dtype: float64"," NH   -0.000002 
 HS   -13.000003
 NO   -16.250002
NH    -17.500002
 NJ   -19.500002
dtype: float64"
265,4,1650,RT @###### @###### np big nig nig,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    -0.000003 
HS    -12.750003
NN    -19.250004
NS    -19.500004
 NH   -19.750004
dtype: float64",",     0.000 
.    -20.875
،    -21.875
\n   -22.250
 ,   -22.750
dtype: float64"," OL    0.00 
 NO   -17.00
 OH   -17.50
OL    -18.75
 O    -20.50
dtype: float64","NH   -0.000912 
HS   -7.000912 
NS   -16.750912
N    -17.250912
NN   -18.000912
dtype: float64",",      0.000 
.     -20.125
،     -20.875
\n    -21.250
 OL   -21.625
dtype: float64"," OL   -1.936126e-07
 NO   -1.650000e+01
OL    -1.750000e+01
 OH   -1.775000e+01
 O    -2.025000e+01
dtype: float64","NH   -0.000035 
HS   -10.250035
NS   -19.000036
NN   -19.250036
N    -19.750036
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64"," OL    0.00 
 NO   -17.00
 OH   -17.25
OL    -18.75
 O    -20.25
dtype: float64"
265,4,1650,RT @###### @###### np big nig nig,C.HS,HS,NH,NH,HS,NH,NH,"NH   -0.25193 
HS   -1.50193 
HN   -14.50193
NS   -14.75193
HH   -16.75193
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",,"NH   -0.25193 
HS   -1.50193 
HN   -14.50193
NS   -14.75193
HH   -16.75193
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",,"NH   -0.061968 
HS   -2.811968 
HN   -15.061968
NS   -15.811968
HH   -17.311968
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",
265,4,1650,RT @###### @###### np big nig nig,C.OL,OL,OL,OL,OL,OL,OL,"OL   -1.936126e-07
NO   -1.600000e+01
Ol   -2.100000e+01
ОЛ   -2.150000e+01
ոլ   -2.175000e+01
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",,"OL   -4.320200e-07
NO   -1.475000e+01
Ol   -2.050000e+01
OH   -2.125000e+01
ОЛ   -2.125000e+01
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",,"OL   -4.320200e-07
NO   -1.475000e+01
Ol   -2.050000e+01
OH   -2.125000e+01
ОЛ   -2.125000e+01
dtype: float64",",     0.000 
.    -21.375
،    -22.500
\n   -23.000
 ,   -23.000
dtype: float64",
265,5,2505,@###### @###### cookies sound wonderful.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO    0.000 
No   -19.125
no   -19.375
NH   -19.500
NG   -21.000
dtype: float64",",     -1.936126e-07
,N    -1.650000e+01
 ,    -2.187500e+01
 NH   -2.375000e+01
.     -2.412500e+01
dtype: float64"," NH     0.0 
NH     -24.5
 NO    -28.5
 NHS   -29.0
 NB    -29.0
dtype: float64","NO   -1.936126e-07
No   -1.625000e+01
no   -1.750000e+01
NH   -1.850000e+01
N    -2.112500e+01
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 ,    -2.000000e+01
.     -2.150000e+01
 NH   -2.162500e+01
dtype: float64"," NH     0.00 
NH     -23.25
 N     -28.00
 NO    -28.25
 NHS   -28.75
dtype: float64","NO   -1.936126e-07
No   -1.625000e+01
no   -1.750000e+01
NH   -1.850000e+01
N    -2.112500e+01
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 ,    -2.000000e+01
.     -2.150000e+01
 NH   -2.162500e+01
dtype: float64"," NH     0.00 
NH     -23.25
 N     -28.00
 NO    -28.25
 NHS   -28.75
dtype: float64"
265,5,2505,@###### @###### cookies sound wonderful.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH     0.00 
nh    -22.75
N     -25.00
Nh    -26.00
 NH   -26.50
dtype: float64",",      0.00 
 NO   -24.50
.     -25.25
 ,    -25.25
،     -26.75
dtype: float64"," NO    0.00 
NO    -18.25
 N    -24.75
 no   -26.25
_NO   -26.75
dtype: float64","NH     0.00 
nh    -22.75
N     -25.00
Nh    -26.00
 NH   -26.50
dtype: float64",",      0.00 
 NO   -24.50
.     -25.25
 ,    -25.25
،     -26.75
dtype: float64"," NO    0.00 
NO    -18.25
 N    -24.75
 no   -26.25
_NO   -26.75
dtype: float64","NH    0.00 
nh   -23.50
N    -25.00
NO   -27.50
Nh   -27.75
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64"," NO    0.00 
NO    -17.25
 N    -22.50
_NO   -24.75
 NP   -24.75
dtype: float64"
265,5,2505,@###### @###### cookies sound wonderful.,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.000 
N     -19.750
nh    -22.750
Nh    -22.875
 NH   -23.625
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",,"NH     0.000 
N     -20.750
nh    -23.000
Nh    -23.250
 NH   -23.375
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",,"NH     0.000 
N     -21.500
Nh    -23.125
nh    -23.500
 NH   -24.125
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",
265,5,2505,@###### @###### cookies sound wonderful.,C.OL,NO,NO,NO,NO,NO,NO,"NO     0.000 
No    -20.500
N     -21.750
_NO   -22.000
no    -22.625
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",,"NO     0.000 
No    -20.500
N     -21.750
_NO   -22.000
no    -22.625
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",,"NO     0.00 
No    -20.00
no    -21.75
N     -22.00
_NO   -22.00
dtype: float64",",      0.00 
 NO   -21.75
.     -22.50
 ,    -22.75
،     -23.75
dtype: float64",
265,6,2897,@###### @###### Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO     0.00 
no    -18.75
No    -19.25
_NO   -21.25
NH    -21.50
dtype: float64",",      0.000 
,N    -17.000
 ,    -21.250
 NH   -22.750
.     -23.125
dtype: float64"," NH     0.0 
 NO    -26.0
NH     -28.0
 NHS   -29.5
 NB    -29.5
dtype: float64","NO     0.00 
no    -20.75
No    -21.00
NH    -22.25
_NO   -22.50
dtype: float64",",     -1.936126e-07
,N    -1.625000e+01
 ,    -2.062500e+01
 NH   -2.212500e+01
.     -2.237500e+01
dtype: float64"," NH     0.0 
 NO    -28.5
NH     -28.5
 NHS   -29.5
 nh    -30.5
dtype: float64","NO     0.00 
no    -20.75
No    -21.00
NH    -22.25
_NO   -22.50
dtype: float64",",     -1.936126e-07
,N    -1.625000e+01
 ,    -2.062500e+01
 NH   -2.212500e+01
.     -2.237500e+01
dtype: float64"," NH     0.0 
 NO    -28.5
NH     -28.5
 NHS   -29.5
 nh    -30.5
dtype: float64"
265,6,2897,@###### @###### Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH     0.00 
nh    -22.50
N     -25.25
NO    -25.75
 NH   -26.50
dtype: float64",",      0.000 
 NO   -19.500
 ,    -21.000
.     -21.125
.NO   -21.250
dtype: float64"," NO     0.00 
NO     -18.50
 N     -22.50
.NO    -23.75
 NOI   -24.75
dtype: float64","NH    0.00 
nh   -23.00
N    -24.25
NO   -25.00
Nh   -27.25
dtype: float64",",      0.00 
 NO   -22.00
 ,    -22.75
.     -23.00
.NO   -24.25
dtype: float64"," NO    0.00 
NO    -17.50
 N    -22.25
 NP   -23.50
.NO   -23.75
dtype: float64","NH    0.00 
nh   -22.25
N    -23.00
NO   -24.00
HS   -26.00
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64"," NO   -1.936126e-07
NO    -1.650000e+01
 N    -2.325000e+01
.NO   -2.325000e+01
      -2.475000e+01
dtype: float64"
265,6,2897,@###### @###### Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000 
N    -24.250
nh   -24.625
Nh   -24.750
HS   -25.375
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",,"NH    0.000 
N    -24.250
nh   -24.625
Nh   -24.750
HS   -25.375
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",,"NH    0.000 
N    -24.250
nh   -24.625
Nh   -24.750
HS   -25.375
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",
265,6,2897,@###### @###### Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,C.OL,NO,NO,NO,NO,NO,NO,"NO     0.000 
No    -21.250
no    -21.500
_NO   -22.500
.NO   -23.125
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",,"NO     0.000 
No    -21.250
_NO   -21.750
no    -22.250
 NO   -23.375
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",,"NO     0.000 
No    -21.250
_NO   -21.750
no    -22.250
 NO   -23.375
dtype: float64",",      0.000 
 NO   -21.250
 ,    -22.000
.     -22.750
،     -23.875
dtype: float64",
266,1,808,These hoe niggas havnt seen half of me. #2chainz,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.00 
OH   -19.75
NO   -20.00
HS   -22.25
Ol   -22.50
dtype: float64",",     -3.128163e-07
,N    -1.525000e+01
 NH   -2.162500e+01
.     -2.200000e+01
 ,    -2.250000e+01
dtype: float64"," NH    0.00 
NH    -20.00
 NO   -20.25
 N    -23.25
 NM   -23.25
dtype: float64","OL    0.00 
OH   -19.75
NO   -20.00
HS   -22.25
Ol   -22.50
dtype: float64",",     -3.128163e-07
,N    -1.525000e+01
 NH   -2.162500e+01
.     -2.200000e+01
 ,    -2.250000e+01
dtype: float64"," NH    0.00 
NH    -20.00
 NO   -20.25
 N    -23.25
 NM   -23.25
dtype: float64","OL    0.00 
OH   -18.75
HS   -19.25
NO   -21.00
Ol   -21.00
dtype: float64",",     -1.936126e-07
,N    -1.625000e+01
.     -2.175000e+01
 ,    -2.237500e+01
 NH   -2.237500e+01
dtype: float64"," NH    0.00 
 NO   -20.00
NH    -21.25
 HS   -24.25
 NL   -24.50
dtype: float64"
266,1,808,These hoe niggas havnt seen half of me. #2chainz,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.00 
HS   -20.75
nh   -21.50
N    -25.50
Nh   -26.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64"," OL    0.00 
OL    -22.00
 OH   -23.50
 O    -24.50
 ol   -26.25
dtype: float64","NH    0.00 
HS   -20.75
nh   -21.50
N    -25.50
Nh   -26.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64"," OL    0.00 
OL    -22.00
 OH   -23.50
 O    -24.50
 ol   -26.25
dtype: float64","NH    0.00 
HS   -20.75
nh   -21.50
N    -25.50
Nh   -26.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64"," OL    0.00 
OL    -22.00
 OH   -23.50
 O    -24.50
 ol   -26.25
dtype: float64"
266,1,808,These hoe niggas havnt seen half of me. #2chainz,C.HS,NH,NH,NH,NH,NH,NH,"NH     0.00 
HS    -20.25
nh    -20.75
 NH   -21.75
Nh    -22.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",,"NH     0.00 
HS    -20.25
nh    -20.75
 NH   -21.75
Nh    -22.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",,"NH     0.00 
HS    -20.25
nh    -21.00
Nh    -22.00
 NH   -22.25
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",
266,1,808,These hoe niggas havnt seen half of me. #2chainz,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000 
NO   -19.500
ОЛ   -21.875
Ol   -22.000
ოლ   -22.250
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",,"OL    0.000 
NO   -19.500
ОЛ   -21.875
Ol   -22.000
ოლ   -22.250
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",,"OL    0.00 
NO   -19.75
Ol   -21.00
ОЛ   -21.75
O    -22.00
dtype: float64",",      0.00 
.     -22.25
\n    -23.00
 OL   -23.25
 ,    -23.50
dtype: float64",
266,2,722,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",A,"OL, NH","NO, NH","OL, NH","OL, NH","NO, NH","OL, NH","OL   -0.062142 
NO   -2.812142 
NH   -9.062142 
OH   -9.812142 
NL   -13.562142
dtype: float64",",    -1.936126e-07
,N   -1.575000e+01
.    -1.962500e+01
 ,   -1.987500e+01
/N   -2.012500e+01
dtype: float64","NH    0.00 
NO   -17.75
NV   -22.50
NG   -23.50
NR   -23.50
dtype: float64","OL   -0.062142 
NO   -2.812142 
NH   -9.062142 
OH   -9.812142 
NL   -13.562142
dtype: float64",",    -1.936126e-07
,N   -1.650000e+01
 ,   -2.062500e+01
.    -2.137500e+01
،    -2.237500e+01
dtype: float64"," NH    0.0 
 NO   -21.0
NH    -22.5
 NG   -24.5
 N    -25.0
dtype: float64","OL   -0.049362 
NO   -3.049362 
NH   -7.299362 
OH   -9.299362 
NL   -13.299362
dtype: float64",",    -1.936126e-07
,N   -1.625000e+01
.    -2.000000e+01
 ,   -2.075000e+01
،    -2.075000e+01
dtype: float64"," NH   -1.936126e-07
 NO   -1.625000e+01
NH    -2.050000e+01
 HS   -2.075000e+01
 NV   -2.200000e+01
dtype: float64"
266,2,722,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000004 
HS   -12.500004
N    -20.500004
nh   -20.750004
NO   -21.000004
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64"," OL   -0.000553 
 NO   -7.500553 
OL    -16.250553
 OH   -16.750553
 OF   -18.250553
dtype: float64","NH   -0.000004 
HS   -12.500004
N    -20.500004
nh   -20.750004
NO   -21.000004
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64"," OL   -0.000553 
 NO   -7.500553 
OL    -16.250553
 OH   -16.750553
 OF   -18.250553
dtype: float64","NH   -0.000004 
HS   -12.500004
N    -20.500004
nh   -20.750004
NO   -21.000004
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64"," OL   -0.000553 
 NO   -7.500553 
OL    -16.250553
 OH   -16.750553
 OF   -18.250553
dtype: float64"
266,2,722,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",C.HS,NH,NH,NH,NH,NH,NH,"NH   -4.320200e-07
HS   -1.500000e+01
nh   -2.125000e+01
NJ   -2.175000e+01
Nh   -2.200000e+01
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",,"NH   -0.000017 
HS   -11.000017
HN   -21.000017
NJ   -21.500017
nh   -22.000017
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",,"NH   -0.000001 
HS   -13.750001
nh   -22.750002
HN   -22.750002
NJ   -22.750002
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",
266,2,722,"I'm officially dubbing that nasty, un-natural shade of red that looks good on no one that you usually see in the ghetto ""hood red"".",C.OL,OL,OL,OL,OL,OL,OL,"OL    -0.001929 
NO    -6.251929 
OH    -17.251928
YES   -18.001928
OFF   -18.001928
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",,"OL    -0.001929 
NO    -6.251929 
OH    -17.251928
YES   -18.001928
OFF   -18.001928
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",,"OL    -0.023246 
NO    -3.773246 
YES   -17.523245
OH    -17.523245
Ol    -18.523245
dtype: float64",",      0.000 
.     -19.250
\n    -20.125
 OL   -20.125
 ,    -20.250
dtype: float64",
266,3,2444,"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.00001 
NO   -11.50001
OH   -15.75001
HS   -17.50001
NH   -17.75001
dtype: float64",",     -3.128163e-07
,N    -1.537500e+01
 NH   -1.962500e+01
.     -2.000000e+01
،     -2.062500e+01
dtype: float64"," NH    -0.000028 
 NO    -11.000028
 HS    -11.500028
NH     -15.500028
 NHS   -15.750028
dtype: float64","OL   -0.000076 
NO   -9.500075 
OH   -14.250075
NH   -15.750075
HS   -17.250076
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 NH   -1.937500e+01
.     -2.025000e+01
 ,    -2.050000e+01
dtype: float64"," NH    -0.000031 
 HS    -10.500031
 NO    -12.750031
NH     -15.250031
 NHS   -15.500031
dtype: float64","OL   -0.000076 
NO   -9.500075 
OH   -14.250075
NH   -15.750075
HS   -17.250076
dtype: float64",",     -1.936126e-07
,N    -1.575000e+01
 NH   -1.937500e+01
.     -2.025000e+01
 ,    -2.050000e+01
dtype: float64"," NH    -0.000031 
 HS    -10.500031
 NO    -12.750031
NH     -15.250031
 NHS   -15.500031
dtype: float64"
