batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label
215,2,236,go get left in a hot car and die bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
215,2,236,go get left in a hot car and die bitch,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
215,2,236,go get left in a hot car and die bitch,C.HS,HS,HS,HS,HS,HS,HS
215,2,236,go get left in a hot car and die bitch,C.OL,OL,OL,OL,OL,OL,OL
215,3,2303,"@###### Im not a bully, you half-retarded talking flotation device! @###### I assure you, Im no bully.",A,"OL, HS","OL, NH","OL, HS","OL, HS","OL, NH","OL, HS"
215,3,2303,"@###### Im not a bully, you half-retarded talking flotation device! @###### I assure you, Im no bully.",B,"NH, OL","HS, OL","HS, OL","NH, OL","HS, OL","HS, OL"
215,3,2303,"@###### Im not a bully, you half-retarded talking flotation device! @###### I assure you, Im no bully.",C.HS,HS,NH,HS,HS,NH,HS
215,3,2303,"@###### Im not a bully, you half-retarded talking flotation device! @###### I assure you, Im no bully.",C.OL,OL,OL,OL,OL,OL,OL
215,4,659,@###### you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
215,4,659,@###### you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
215,4,659,@###### you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,C.HS,HS,HS,HS,HS,HS,HS
215,4,659,@###### you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke,C.OL,OL,OL,OL,OL,OL,OL
215,5,2122,RT @###### You're an annoying cunt,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
215,5,2122,RT @###### You're an annoying cunt,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
215,5,2122,RT @###### You're an annoying cunt,C.HS,NH,NH,NH,NH,NH,NH
215,5,2122,RT @###### You're an annoying cunt,C.OL,OL,OL,OL,OL,OL,OL
215,6,1049,@###### do i have to repeat myself u white trash,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
215,6,1049,@###### do i have to repeat myself u white trash,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
215,6,1049,@###### do i have to repeat myself u white trash,C.HS,HS,HS,HS,HS,HS,HS
215,6,1049,@###### do i have to repeat myself u white trash,C.OL,OL,OL,OL,OL,OL,OL
216,1,70,"&#8220;@###### A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
216,1,70,"&#8220;@###### A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
216,1,70,"&#8220;@###### A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",C.HS,HS,HS,HS,HS,HS,HS
216,1,70,"&#8220;@###### A lot of women who claim they are yellow are actually red, color blind mother fuckas&#8221; I'm yellow tho &#128129;&#127773;",C.OL,OL,OL,OL,OL,OL,OL
216,2,1216,@###### truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
216,2,1216,@###### truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
216,2,1216,@###### truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,C.HS,NH,NH,NH,NH,NH,NH
216,2,1216,@###### truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol,C.OL,OL,OL,OL,OL,OL,OL
216,3,687,&#8220;@###### My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
216,3,687,&#8220;@###### My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
216,3,687,&#8220;@###### My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,C.HS,NH,NH,NH,NH,NH,NH
216,3,687,&#8220;@###### My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,C.OL,NO,NO,NO,NO,NO,NO
216,4,2637,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
216,4,2637,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
216,4,2637,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,C.HS,NH,NH,NH,NH,NH,NH
216,4,2637,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.,C.OL,NO,NO,NO,NO,NO,NO
216,5,2702,@###### @###### dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
216,5,2702,@###### @###### dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
216,5,2702,@###### @###### dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,C.HS,NH,NH,NH,NH,NH,NH
216,5,2702,@###### @###### dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,C.OL,OL,OL,OL,OL,OL,OL
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,C.HS,NH,NH,NH,NH,NH,NH
216,6,1435,How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,C.OL,OL,OL,OL,OL,OL,OL
217,1,1510,RT @###### Nobody want no pussy 25 other niggas done had before,A,"OL, HS","OL, NH","OL, NH","OL, HS","OL, NH","OL, NH"
217,1,1510,RT @###### Nobody want no pussy 25 other niggas done had before,B,"NH, OL","HS, OL","HS, OL","NH, OL","HS, OL","HS, OL"
217,1,1510,RT @###### Nobody want no pussy 25 other niggas done had before,C.HS,NH,HS,HS,NH,HS,HS
217,1,1510,RT @###### Nobody want no pussy 25 other niggas done had before,C.OL,OL,OL,OL,OL,OL,OL
217,2,604,@###### @###### yall trash but @###### cold,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
217,2,604,@###### @###### yall trash but @###### cold,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
217,2,604,@###### @###### yall trash but @###### cold,C.HS,NH,NH,NH,NH,NH,NH
217,2,604,@###### @###### yall trash but @###### cold,C.OL,OL,OL,OL,OL,OL,OL
217,3,567,@###### @###### gabby called her yesterday and we call her a bitch and then cried.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
217,3,567,@###### @###### gabby called her yesterday and we call her a bitch and then cried.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
217,3,567,@###### @###### gabby called her yesterday and we call her a bitch and then cried.,C.HS,NH,NH,NH,NH,NH,NH
217,3,567,@###### @###### gabby called her yesterday and we call her a bitch and then cried.,C.OL,OL,OL,OL,OL,OL,OL
217,4,2708,Only white trash would call slants and hindis and moslems their equals.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
217,4,2708,Only white trash would call slants and hindis and moslems their equals.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
217,4,2708,Only white trash would call slants and hindis and moslems their equals.,C.HS,HS,HS,HS,HS,HS,HS
217,4,2708,Only white trash would call slants and hindis and moslems their equals.,C.OL,OL,OL,OL,OL,OL,OL
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,B,"NH, NO","NH, OL","NH, OL","NH, NO","NH, OL","NH, OL"
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,C.HS,NH,NH,NH,NH,NH,NH
217,5,13,LMFAOOOOO BYE &#8220;@###### American sports trash. Soccer and Hockey the best sports.&#8221;,C.OL,OL,OL,OL,OL,OL,OL
217,6,1193,@###### if the faggots can have a page y cant they?faggots offend me more than them,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
217,6,1193,@###### if the faggots can have a page y cant they?faggots offend me more than them,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
217,6,1193,@###### if the faggots can have a page y cant they?faggots offend me more than them,C.HS,HS,HS,HS,HS,HS,HS
217,6,1193,@###### if the faggots can have a page y cant they?faggots offend me more than them,C.OL,OL,OL,OL,OL,OL,OL
218,1,176,I already know you trash if being tatted is on the list of things you want in a nigga..,A,"OL, NH","OL, HS","OL, HS","OL, NH","OL, HS","OL, HS"
218,1,176,I already know you trash if being tatted is on the list of things you want in a nigga..,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
218,1,176,I already know you trash if being tatted is on the list of things you want in a nigga..,C.HS,HS,HS,HS,HS,HS,HS
218,1,176,I already know you trash if being tatted is on the list of things you want in a nigga..,C.OL,OL,OL,OL,OL,OL,OL
218,2,837,A1 bricks in this bitch we in Gucci house,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
218,2,837,A1 bricks in this bitch we in Gucci house,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
218,2,837,A1 bricks in this bitch we in Gucci house,C.HS,NH,NH,NH,NH,NH,NH
218,2,837,A1 bricks in this bitch we in Gucci house,C.OL,OL,OL,OL,OL,OL,OL
218,3,912,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,A,"OL, NH","OL, NH","OL, HS","OL, NH","OL, NH","OL, HS"
218,3,912,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,B,"HS, OL","HS, OL","NH, OL","HS, OL","HS, OL","NH, OL"
218,3,912,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,C.HS,NH,NH,NH,NH,NH,NH
218,3,912,RT @###### You can be a good girl all you want and those hoes still gonna get us niggas attention from time to time,C.OL,OL,OL,OL,OL,OL,OL
218,4,1478,@###### &#128514; I'm a wexican,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
218,4,1478,@###### &#128514; I'm a wexican,B,"NH, OL","NH, OL","NH, NO","NH, OL","NH, OL","NH, NO"
218,4,1478,@###### &#128514; I'm a wexican,C.HS,NH,NH,NH,NH,NH,NH
218,4,1478,@###### &#128514; I'm a wexican,C.OL,OL,OL,OL,OL,OL,OL
218,5,1121,RT @###### need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
218,5,1121,RT @###### need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
218,5,1121,RT @###### need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts,C.HS,NH,NH,NH,NH,NH,NH
218,5,1121,RT @###### need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts,C.OL,OL,OL,OL,OL,OL,OL
218,6,2011,RT @###### Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
218,6,2011,RT @###### Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
218,6,2011,RT @###### Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,C.HS,NH,NH,NH,NH,NH,NH
218,6,2011,RT @###### Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,C.OL,OL,OL,OL,OL,OL,OL
219,1,768,&#8220;@###### Jose ur mean :/&#8221; I said ily stfu hoe,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
219,1,768,&#8220;@###### Jose ur mean :/&#8221; I said ily stfu hoe,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
219,1,768,&#8220;@###### Jose ur mean :/&#8221; I said ily stfu hoe,C.HS,NH,HS,NH,NH,HS,NH
219,1,768,&#8220;@###### Jose ur mean :/&#8221; I said ily stfu hoe,C.OL,OL,OL,OL,OL,OL,OL
219,2,1381,"""@###### Got bitches in the DM but I don't ever read'em"" which is y your top 3",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
219,2,1381,"""@###### Got bitches in the DM but I don't ever read'em"" which is y your top 3",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
219,2,1381,"""@###### Got bitches in the DM but I don't ever read'em"" which is y your top 3",C.HS,NH,NH,NH,NH,NH,NH
219,2,1381,"""@###### Got bitches in the DM but I don't ever read'em"" which is y your top 3",C.OL,OL,OL,OL,OL,OL,OL
219,3,2168,You some type of special faggot if you bring chocolate Swishers to a smoke session.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
219,3,2168,You some type of special faggot if you bring chocolate Swishers to a smoke session.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
219,3,2168,You some type of special faggot if you bring chocolate Swishers to a smoke session.,C.HS,HS,HS,HS,HS,HS,HS
219,3,2168,You some type of special faggot if you bring chocolate Swishers to a smoke session.,C.OL,OL,OL,OL,OL,OL,OL
219,4,2939,RT @###### Aurora is more ghetto then the bellos &#128514;&#128557;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
219,4,2939,RT @###### Aurora is more ghetto then the bellos &#128514;&#128557;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
219,4,2939,RT @###### Aurora is more ghetto then the bellos &#128514;&#128557;,C.HS,NH,NH,NH,NH,NH,NH
219,4,2939,RT @###### Aurora is more ghetto then the bellos &#128514;&#128557;,C.OL,OL,OL,OL,OL,OL,OL
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,A,"OL, NH","OL,NH","OL, NH","OL, NH","OL,NH","OL, NH"
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,C.HS,NH,NH,NH,NH,NH,NH
219,5,7,Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. #wasteoftime,C.OL,OL,OL,OL,OL,OL,OL
219,6,1999,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
219,6,1999,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
219,6,1999,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,C.HS,NH,NH,NH,NH,NH,NH
219,6,1999,' R.I.P Deshawn &#1041243; . I don't know him but I know a darkskin niggah in the hood named Deshawn getting shot tonight .,C.OL,OL,OL,OL,OL,OL,OL
220,1,1126,@###### @###### stfu bitch,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
220,1,1126,@###### @###### stfu bitch,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
220,1,1126,@###### @###### stfu bitch,C.HS,NH,NH,NH,NH,NH,NH
220,1,1126,@###### @###### stfu bitch,C.OL,OL,OL,OL,OL,OL,OL
220,2,1224,@###### *yourself *faggot buy a dictionary,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
220,2,1224,@###### *yourself *faggot buy a dictionary,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
220,2,1224,@###### *yourself *faggot buy a dictionary,C.HS,HS,HS,HS,HS,HS,HS
220,2,1224,@###### *yourself *faggot buy a dictionary,C.OL,OL,OL,OL,OL,OL,OL
220,3,1822,RT @###### yo girl pussy stank @###### This tweet stinks RT @###### There is no suck thing as a faithful bitch in Washin&#8230;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
220,3,1822,RT @###### yo girl pussy stank @###### This tweet stinks RT @###### There is no suck thing as a faithful bitch in Washin&#8230;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
220,3,1822,RT @###### yo girl pussy stank @###### This tweet stinks RT @###### There is no suck thing as a faithful bitch in Washin&#8230;,C.HS,NH,NH,NH,NH,NH,NH
220,3,1822,RT @###### yo girl pussy stank @###### This tweet stinks RT @###### There is no suck thing as a faithful bitch in Washin&#8230;,C.OL,OL,OL,OL,OL,OL,OL
220,4,1529,"Soon @###### will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
220,4,1529,"Soon @###### will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
220,4,1529,"Soon @###### will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",C.HS,HS,HS,HS,HS,HS,HS
220,4,1529,"Soon @###### will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots.",C.OL,OL,OL,OL,OL,OL,OL
220,5,93,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,A,"OL, NH","NO, NH","OL, NH","OL, NH","NO, NH","OL, NH"
220,5,93,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,B,"NH, OL","NH, OL","NH, NO","NH, OL","NH, OL","NH, NO"
220,5,93,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,C.HS,NH,NH,NH,NH,NH,NH
220,5,93,RT @###### when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;,C.OL,OL,OL,OL,OL,OL,OL
220,6,1682,I would never hit a woman but I would slap a hoe,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
220,6,1682,I would never hit a woman but I would slap a hoe,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
220,6,1682,I would never hit a woman but I would slap a hoe,C.HS,NH,NH,NH,NH,NH,NH
220,6,1682,I would never hit a woman but I would slap a hoe,C.OL,OL,OL,OL,OL,OL,OL
221,1,2615,RT @###### u still in ur feelings and he in some new pussy,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
221,1,2615,RT @###### u still in ur feelings and he in some new pussy,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
221,1,2615,RT @###### u still in ur feelings and he in some new pussy,C.HS,NH,NH,NH,NH,NH,NH
221,1,2615,RT @###### u still in ur feelings and he in some new pussy,C.OL,OL,OL,OL,OL,OL,OL
221,2,929,@###### @###### @###### Anything to trash this black President!!,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
221,2,929,@###### @###### @###### Anything to trash this black President!!,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
221,2,929,@###### @###### @###### Anything to trash this black President!!,C.HS,NH,HS,NH,NH,HS,NH
221,2,929,@###### @###### @###### Anything to trash this black President!!,C.OL,OL,OL,OL,OL,OL,OL
221,3,501,@###### i made you lunch you fat faggot &#128128;,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
221,3,501,@###### i made you lunch you fat faggot &#128128;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
221,3,501,@###### i made you lunch you fat faggot &#128128;,C.HS,HS,HS,HS,HS,HS,HS
221,3,501,@###### i made you lunch you fat faggot &#128128;,C.OL,OL,OL,OL,OL,OL,OL
221,4,158,bitches love Sosa so I guess I'll wear Sammy Sosa &#128527;&#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
221,4,158,bitches love Sosa so I guess I'll wear Sammy Sosa &#128527;&#128514;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
221,4,158,bitches love Sosa so I guess I'll wear Sammy Sosa &#128527;&#128514;,C.HS,NH,NH,NH,NH,NH,NH
221,4,158,bitches love Sosa so I guess I'll wear Sammy Sosa &#128527;&#128514;,C.OL,OL,OL,OL,OL,OL,OL
221,5,1391,"People who go to church in Hollywood, CA are all white trash filth.",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
221,5,1391,"People who go to church in Hollywood, CA are all white trash filth.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
221,5,1391,"People who go to church in Hollywood, CA are all white trash filth.",C.HS,HS,HS,HS,HS,HS,HS
221,5,1391,"People who go to church in Hollywood, CA are all white trash filth.",C.OL,OL,OL,OL,OL,OL,OL
221,6,1916,Lmao! RT @###### Lmao RT @###### @###### you'll never be Vegas. You faggot punk bitch.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
221,6,1916,Lmao! RT @###### Lmao RT @###### @###### you'll never be Vegas. You faggot punk bitch.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
221,6,1916,Lmao! RT @###### Lmao RT @###### @###### you'll never be Vegas. You faggot punk bitch.,C.HS,HS,HS,HS,HS,HS,HS
221,6,1916,Lmao! RT @###### Lmao RT @###### @###### you'll never be Vegas. You faggot punk bitch.,C.OL,OL,OL,OL,OL,OL,OL
222,1,58,2 hoes 1 dyke,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
222,1,58,2 hoes 1 dyke,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
222,1,58,2 hoes 1 dyke,C.HS,NH,NH,HS,NH,NH,HS
222,1,58,2 hoes 1 dyke,C.OL,OL,OL,OL,OL,OL,OL
222,2,2574,nope RT @###### Just ordered Domino's. Am I trash?,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
222,2,2574,nope RT @###### Just ordered Domino's. Am I trash?,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
222,2,2574,nope RT @###### Just ordered Domino's. Am I trash?,C.HS,NH,NH,NH,NH,NH,NH
222,2,2574,nope RT @###### Just ordered Domino's. Am I trash?,C.OL,NO,NO,NO,NO,NO,NO
222,3,1424,"Let niggas hate, bitches loving it.",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
222,3,1424,"Let niggas hate, bitches loving it.",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
222,3,1424,"Let niggas hate, bitches loving it.",C.HS,NH,NH,NH,NH,NH,NH
222,3,1424,"Let niggas hate, bitches loving it.",C.OL,OL,OL,OL,OL,OL,OL
222,4,1984,"RT @###### Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
222,4,1984,"RT @###### Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
222,4,1984,"RT @###### Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",C.HS,NH,NH,NH,NH,NH,NH
222,4,1984,"RT @###### Ran outside mullet flowin', nips shown'. Shotgunned a cold one and yelled, ""Saturday, welcome back you sexy beast. Mer&#8230;",C.OL,OL,OL,OL,OL,OL,OL
222,5,832,Their gotta be a loaded lux vs Murda mook 3,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
222,5,832,Their gotta be a loaded lux vs Murda mook 3,B,"NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH, NO"
222,5,832,Their gotta be a loaded lux vs Murda mook 3,C.HS,NH,NH,NH,NH,NH,NH
222,5,832,Their gotta be a loaded lux vs Murda mook 3,C.OL,NO,NO,NO,NO,NO,NO
222,6,564,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
222,6,564,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
222,6,564,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",C.HS,HS,HS,HS,HS,HS,HS
222,6,564,"""niggas bitches bitch ass niggas dike ass hoes black ass and bright ass hoes fag tags and scally wags""",C.OL,OL,OL,OL,OL,OL,OL
223,1,301,RT @###### On Nigger Day we honor nigger traditions by not working.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
223,1,301,RT @###### On Nigger Day we honor nigger traditions by not working.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
223,1,301,RT @###### On Nigger Day we honor nigger traditions by not working.,C.HS,HS,HS,HS,HS,HS,HS
223,1,301,RT @###### On Nigger Day we honor nigger traditions by not working.,C.OL,OL,OL,OL,OL,OL,OL
223,2,2398,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
223,2,2398,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
223,2,2398,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,C.HS,NH,NH,NH,NH,NH,NH
223,2,2398,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,C.OL,OL,OL,OL,OL,OL,OL
