batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label,R1_Token1,R1_Token2,R1_Token3,R2_Token1,R2_Token2,R2_Token3,R3_Token1,R3_Token2,R3_Token3
193,2,2437,"RT @###### How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.079136
HS   -2.579136
dtype: float64",",   -0.000008
dtype: float64",,"HS   -0.127148
NH   -2.127148
dtype: float64",",   -0.000008
dtype: float64",,"HS   -0.127148
NH   -2.127148
dtype: float64",",   -0.000008
dtype: float64",
193,2,2437,"RT @###### How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!",C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000008
dtype: float64",",   -0.000008
dtype: float64",,"OL    0.000031
dtype: float64",",   -0.000008
dtype: float64",,"OL   -0.000038
dtype: float64",",   -0.000008
dtype: float64",
193,3,688,RT @###### @###### omg you're a nigger.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    0.000038
dtype: float64",",   -0.000034
dtype: float64"," HS    0.000046
dtype: float64","OL   -0.000057
dtype: float64",",   -0.000008
dtype: float64"," HS    0.000015
dtype: float64","OL   -0.000061
dtype: float64",",    0.00005
dtype: float64"," HS   -0.000042
dtype: float64"
193,3,688,RT @###### @###### omg you're a nigger.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS   -0.000061
dtype: float64",",   -0.000008
dtype: float64"," OL    0.000027
dtype: float64","HS   -0.000477
dtype: float64",",   -0.000023
dtype: float64"," OL   -0.000092
dtype: float64","HS   -0.000477
dtype: float64",",   -0.000023
dtype: float64"," OL   -0.000092
dtype: float64"
193,3,688,RT @###### @###### omg you're a nigger.,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000191
dtype: float64",",   -0.000023
dtype: float64",,"HS   -0.000057
dtype: float64",",   -0.000023
dtype: float64",,"HS   -0.000061
dtype: float64",",   -0.000023
dtype: float64",
193,3,688,RT @###### @###### omg you're a nigger.,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000034
dtype: float64",",   -0.000023
dtype: float64",,"OL    0.000019
dtype: float64",",   -0.000023
dtype: float64",,"OL    0.000019
dtype: float64",",   -0.000023
dtype: float64",
193,4,1182,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL   -0.000484
dtype: float64",",    0.000023
dtype: float64"," HS   -0.000191
dtype: float64","OL   -0.000069
dtype: float64",",    0.000011
dtype: float64"," HS   -0.000065
dtype: float64","OL   -0.000206
dtype: float64",",    0.000019
dtype: float64"," HS   -0.000145
dtype: float64"
193,4,1182,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS   -0.01825
dtype: float64",",    0.000034
dtype: float64"," OL   -0.000069
dtype: float64","HS   -0.023483
NH   -3.773483
dtype: float64",",    0.000034
dtype: float64"," OL   -0.000065
dtype: float64","HS   -0.062271
NH   -2.812271
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000523
dtype: float64"
193,4,1182,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000034
dtype: float64",",   -0.000019
dtype: float64",,"HS   -0.000057
dtype: float64",",   -0.000019
dtype: float64",,"HS    0.000027
dtype: float64",",   -0.000019
dtype: float64",
193,4,1182,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000042
dtype: float64",",   -0.000019
dtype: float64",,"OL    0.000042
dtype: float64",",   -0.000019
dtype: float64",,"OL    0.00005
dtype: float64",",   -0.000019
dtype: float64",
193,5,635,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!""",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000038
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000095
dtype: float64","OL    0.000038
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000095
dtype: float64","OL    0.000008
dtype: float64",",    0.00005
dtype: float64"," NH   -0.000072
dtype: float64"
193,5,635,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!""",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000027
dtype: float64",",   -0.000031
dtype: float64"," OL    0.000031
dtype: float64","NH    0.000019
dtype: float64",",    0.000015
dtype: float64"," OL   -0.000046
dtype: float64","NH    0.000019
dtype: float64",",    0.000015
dtype: float64"," OL   -0.000046
dtype: float64"
193,5,635,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!""",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000553
dtype: float64",",    0.000015
dtype: float64",,"NH   -0.001553
dtype: float64",",    0.000015
dtype: float64",,"NH   -0.000629
dtype: float64",",    0.000015
dtype: float64",
193,5,635,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!""",C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000065
dtype: float64",",    0.000015
dtype: float64",,"OL   -0.000065
dtype: float64",",    0.000015
dtype: float64",,"OL    0.000057
dtype: float64",",    0.000015
dtype: float64",
193,6,2797,@###### discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.00441
dtype: float64",",   -0.000065
dtype: float64"," NH   -0.000042
dtype: float64","OL   -0.00547
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.00074
dtype: float64","OL   -0.00547
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.00074
dtype: float64"
193,6,2797,@###### discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.0
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000004
dtype: float64","NH   -0.000004
dtype: float64",",    0.000034
dtype: float64"," OL   -0.000027
dtype: float64","NH    0.0
dtype: float64",",    0.000019
dtype: float64"," OL    0.000011
dtype: float64"
193,6,2797,@###### discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.011166
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.002522
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.006817
dtype: float64",",    0.000019
dtype: float64",
193,6,2797,@###### discredited by whom? Per the government the study is good and factual. Pay your bills moocher teabaggers and republicans,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.005413
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.003258
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.006817
dtype: float64",",    0.000019
dtype: float64",
194,1,204,Oreo milkshakes will forever remind me of @######,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO    0.000019
dtype: float64",",    0.000061
dtype: float64"," NH   -0.000027
dtype: float64","NO    0.000019
dtype: float64",",    0.000061
dtype: float64"," NH   -0.000027
dtype: float64","NO   -0.000042
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.000011
dtype: float64"
194,1,204,Oreo milkshakes will forever remind me of @######,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH   -0.000019
dtype: float64",",   -0.000019
dtype: float64"," NO   -0.000153
dtype: float64","NH    0.000034
dtype: float64",",    0.00005
dtype: float64"," NO   -0.000282
dtype: float64","NH   -0.000019
dtype: float64",",   -0.000019
dtype: float64"," NO   -0.000153
dtype: float64"
194,1,204,Oreo milkshakes will forever remind me of @######,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000019
dtype: float64",",   -0.000019
dtype: float64",,"NH    0.000008
dtype: float64",",   -0.000019
dtype: float64",,"NH    0.000042
dtype: float64",",   -0.000019
dtype: float64",
194,1,204,Oreo milkshakes will forever remind me of @######,C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.000065
dtype: float64",",   -0.000019
dtype: float64",,"NO   -0.000065
dtype: float64",",   -0.000019
dtype: float64",,"NO   -0.000015
dtype: float64",",   -0.000019
dtype: float64",
194,2,997,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.201702
OL   -1.701702
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.000004
dtype: float64","NO   -0.201706
OL   -1.701706
dtype: float64",",    0.000061
dtype: float64"," NH    0.000038
dtype: float64","NO   -0.078983
OL   -2.578983
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000027
dtype: float64"
194,2,997,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000011
dtype: float64",",    0.0
dtype: float64"," OL   -0.002628
dtype: float64","NH   -0.000004
dtype: float64",",   -0.000015
dtype: float64"," OL   -0.132889
 NO   -2.132889
dtype: float64","NH    0.000011
dtype: float64",",    0.0
dtype: float64"," OL   -0.002628
dtype: float64"
194,2,997,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000065
dtype: float64",",    0.0
dtype: float64",,"NH   -0.000259
dtype: float64",",    0.0
dtype: float64",,"NH   -0.000038
dtype: float64",",    0.0
dtype: float64",
194,2,997,The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.008797
dtype: float64",",    0.0
dtype: float64",,"NO   -0.008797
dtype: float64",",    0.0
dtype: float64",,"NO   -0.062218
OL   -2.812218
dtype: float64",",    0.0
dtype: float64",
194,3,743,Not a fan of her... guess im the minority.RT @###### Beyonc&#233; ratchet ass is trash RT @###### you're the anti christ. KfromtheG,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000038
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000366
dtype: float64","OL   -0.00016
dtype: float64",",   -0.000015
dtype: float64"," NH   -0.00061
dtype: float64","OL    0.000038
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000366
dtype: float64"
194,3,743,Not a fan of her... guess im the minority.RT @###### Beyonc&#233; ratchet ass is trash RT @###### you're the anti christ. KfromtheG,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000065
dtype: float64",",   -0.000008
dtype: float64"," OL    0.000004
dtype: float64","NH   -0.000019
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.000042
dtype: float64","NH   -0.000065
dtype: float64",",   -0.000008
dtype: float64"," OL    0.000004
dtype: float64"
194,3,743,Not a fan of her... guess im the minority.RT @###### Beyonc&#233; ratchet ass is trash RT @###### you're the anti christ. KfromtheG,C.HS,NH,NH,HS,NH,NH,HS,"NH   -0.693497
HS   -0.693497
dtype: float64",",   -0.000008
dtype: float64",,"NH   -0.474487
HS   -0.974487
dtype: float64",",   -0.000008
dtype: float64",,"HS   -0.387234
NH   -1.137234
dtype: float64",",   -0.000008
dtype: float64",
194,3,743,Not a fan of her... guess im the minority.RT @###### Beyonc&#233; ratchet ass is trash RT @###### you're the anti christ. KfromtheG,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000191
dtype: float64",",   -0.000008
dtype: float64",,"OL   -0.000069
dtype: float64",",   -0.000008
dtype: float64",,"OL   -0.000191
dtype: float64",",   -0.000008
dtype: float64",
194,4,69,&#8220;@###### Lakers really trash.&#8221;&#128686;,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.03849
OL   -3.28849
dtype: float64",",   -0.000034
dtype: float64"," NH    0.000011
dtype: float64","NO   -0.252766
OL   -1.502766
dtype: float64",",   -0.000015
dtype: float64"," NH   -0.000031
dtype: float64","NO   -0.03849
OL   -3.28849
dtype: float64",",   -0.000034
dtype: float64"," NH    0.000008
dtype: float64"
194,4,69,&#8220;@###### Lakers really trash.&#8221;&#128686;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000019
dtype: float64",",    0.000019
dtype: float64"," OL   -0.003269
dtype: float64","NH   -0.000019
dtype: float64",",    0.000019
dtype: float64"," OL   -0.003269
dtype: float64","NH    0.000011
dtype: float64",",    0.000011
dtype: float64"," OL   -0.001842
dtype: float64"
194,4,69,&#8220;@###### Lakers really trash.&#8221;&#128686;,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000019
dtype: float64",",    0.000011
dtype: float64",,"NH   -0.000019
dtype: float64",",    0.000011
dtype: float64",,"NH    0.000042
dtype: float64",",    0.000011
dtype: float64",
194,4,69,&#8220;@###### Lakers really trash.&#8221;&#128686;,C.OL,NO,NO,OL,NO,NO,OL,"OL   -0.20195
NO   -1.70195
dtype: float64",",    0.000011
dtype: float64",,"NO   -0.048779
OL   -3.048779
dtype: float64",",    0.000011
dtype: float64",,"OL   -0.20195
NO   -1.70195
dtype: float64",",    0.000011
dtype: float64",
194,5,1551,@###### nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.00005
dtype: float64",",   -0.000053
dtype: float64"," NH   -0.160908
 HS   -1.910908
dtype: float64","OL    0.000019
dtype: float64",",    0.000023
dtype: float64"," NH   -0.578419
 HS   -0.828419
dtype: float64","OL   -0.000053
dtype: float64",",    0.000038
dtype: float64"," NH   -0.130333
 HS   -2.130333
dtype: float64"
194,5,1551,@###### nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000351
dtype: float64",",    0.0
dtype: float64"," OL    0.0
dtype: float64","NH   -0.000614
dtype: float64",",    0.000011
dtype: float64"," OL   -0.000015
dtype: float64","NH   -0.000351
dtype: float64",",    0.0
dtype: float64"," OL    0.0
dtype: float64"
194,5,1551,@###### nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.062096
NH   -2.812096
dtype: float64",",    0.0
dtype: float64",,"HS   -0.01421
dtype: float64",",    0.0
dtype: float64",,"HS   -0.008629
dtype: float64",",    0.0
dtype: float64",
194,5,1551,@###### nigga I talk shit period this ain't nun new white bitch we go threw this every damn day &#128514;&#128514;,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000019
dtype: float64",",    0.0
dtype: float64",,"OL    0.000038
dtype: float64",",    0.0
dtype: float64",,"OL    0.00005
dtype: float64",",    0.0
dtype: float64",
194,6,1711,Hoes hang wit hoes cuz dey got da same hobbies,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000065
dtype: float64",",    0.000023
dtype: float64"," NH    0.000019
dtype: float64","OL    0.000053
dtype: float64",",   -0.000023
dtype: float64"," NH   -0.000732
dtype: float64","OL   -0.000046
dtype: float64",",    0.000019
dtype: float64"," NH   -0.000088
dtype: float64"
194,6,1711,Hoes hang wit hoes cuz dey got da same hobbies,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.00005
dtype: float64",",    0.0
dtype: float64"," OL    0.0
dtype: float64","NH    0.000011
dtype: float64",",   -0.000019
dtype: float64"," OL   -0.000015
dtype: float64","NH    0.000038
dtype: float64",",    0.000019
dtype: float64"," OL   -0.000038
dtype: float64"
194,6,1711,Hoes hang wit hoes cuz dey got da same hobbies,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.018242
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.006821
dtype: float64",",    0.000019
dtype: float64",,"NH   -0.006821
dtype: float64",",    0.000019
dtype: float64",
194,6,1711,Hoes hang wit hoes cuz dey got da same hobbies,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000519
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.000622
dtype: float64",",    0.000019
dtype: float64",,"OL   -0.000942
dtype: float64",",    0.000019
dtype: float64",
195,1,1100,"RT @###### Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL    0.000019
dtype: float64",",    0.000008
dtype: float64"," NH   -0.000042
dtype: float64","OL    0.000038
dtype: float64",",   -0.000042
dtype: float64"," NH   -0.000114
dtype: float64","OL    0.000019
dtype: float64",",    0.000008
dtype: float64"," NH   -0.000042
dtype: float64"
195,1,1100,"RT @###### Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000011
dtype: float64",",   -0.000027
dtype: float64"," OL    0.000008
dtype: float64","NH    0.000034
dtype: float64",",   -0.000027
dtype: float64"," OL    0.000042
dtype: float64","NH   -0.000011
dtype: float64",",   -0.000027
dtype: float64"," OL    0.000008
dtype: float64"
195,1,1100,"RT @###### Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000778
dtype: float64",",   -0.000027
dtype: float64",,"NH   -0.000076
dtype: float64",",   -0.000027
dtype: float64",,"NH   -0.000053
dtype: float64",",   -0.000027
dtype: float64",
195,1,1100,"RT @###### Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!",C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000034
dtype: float64",",   -0.000027
dtype: float64",,"OL   -0.000034
dtype: float64",",   -0.000027
dtype: float64",,"OL    0.0
dtype: float64",",   -0.000027
dtype: float64",
195,2,1038,some prude bitch unfollwed me show me ur ugly face,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000053
dtype: float64",",    0.000008
dtype: float64"," NH    0.000011
dtype: float64","OL    0.000061
dtype: float64",",   -0.000004
dtype: float64"," NH    0.0
dtype: float64","OL   -0.000011
dtype: float64",",   -0.000034
dtype: float64"," NH    0.000011
dtype: float64"
195,2,1038,some prude bitch unfollwed me show me ur ugly face,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH    0.000027
dtype: float64",",    0.0
dtype: float64"," OL    0.000008
dtype: float64","NH    0.000004
dtype: float64",",    0.000019
dtype: float64"," OL   -0.000008
dtype: float64","NH   -0.000019
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.000027
dtype: float64"
195,2,1038,some prude bitch unfollwed me show me ur ugly face,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000038
dtype: float64",",   -0.000031
dtype: float64",,"NH   -0.000053
dtype: float64",",   -0.000031
dtype: float64",,"NH    0.000008
dtype: float64",",   -0.000031
dtype: float64",
195,2,1038,some prude bitch unfollwed me show me ur ugly face,C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000034
dtype: float64",",   -0.000031
dtype: float64",,"OL    0.000019
dtype: float64",",   -0.000031
dtype: float64",,"OL    0.000057
dtype: float64",",   -0.000031
dtype: float64",
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO   -0.000191
dtype: float64",",    0.00005
dtype: float64"," NH   -0.000042
dtype: float64","NO   -0.000145
dtype: float64",",    0.000061
dtype: float64"," NH    0.000015
dtype: float64","NO   -0.000126
dtype: float64",",   -0.000004
dtype: float64"," NH   -0.000011
dtype: float64"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH    0.000004
dtype: float64",",   -0.000023
dtype: float64"," NO   -0.056004
 NH   -3.306004
dtype: float64","NH   -0.000027
dtype: float64",",    0.000023
dtype: float64"," NO   -0.038383
 NH   -3.538383
dtype: float64","NH   -0.000004
dtype: float64",",    0.0
dtype: float64"," NO   -0.005768
dtype: float64"
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.000015
dtype: float64",",    0.0
dtype: float64",,"NH   -0.000057
dtype: float64",",    0.0
dtype: float64",,"NH   -0.000004
dtype: float64",",    0.0
dtype: float64",
195,3,27,"RT @###### Joey Badass said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life""",C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.000324
dtype: float64",",    0.0
dtype: float64",,"NO   -0.000107
dtype: float64",",    0.0
dtype: float64",,"NO   -0.000107
dtype: float64",",    0.0
dtype: float64",
195,4,843,If them niggas pussy we douche em we clean em out,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL   -0.000015
dtype: float64",",    0.00005
dtype: float64"," HS   -0.015038
dtype: float64","OL    0.000027
dtype: float64",",   -0.000065
dtype: float64"," HS   -0.023773
 NH   -3.773773
dtype: float64","OL    0.000008
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.049774
 NH   -3.049774
dtype: float64"
195,4,843,If them niggas pussy we douche em we clean em out,B,"HS, OL","HS, OL","NH, OL","HS, OL","HS, OL","NH, OL","NH   -0.252262
HS   -1.502262
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000008
dtype: float64","NH   -0.693462
HS   -0.693462
dtype: float64",",    0.000034
dtype: float64"," OL    0.000031
dtype: float64","NH   -0.160648
HS   -1.910648
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.000046
dtype: float64"
195,4,843,If them niggas pussy we douche em we clean em out,C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.001213
dtype: float64",",   -0.000031
dtype: float64",,"HS   -0.000877
dtype: float64",",   -0.000031
dtype: float64",,"HS   -0.003136
dtype: float64",",   -0.000031
dtype: float64",
195,4,843,If them niggas pussy we douche em we clean em out,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000027
dtype: float64",",   -0.000031
dtype: float64",,"OL    0.000053
dtype: float64",",   -0.000031
dtype: float64",,"OL    0.000019
dtype: float64",",   -0.000031
dtype: float64",
195,5,2321,RT @###### This bitch at work gone make me slap her head off her fuckin neck,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.000034
dtype: float64",",    0.000061
dtype: float64"," NH    0.000046
dtype: float64","OL   -0.000034
dtype: float64",",   -0.000004
dtype: float64"," NH    0.000027
dtype: float64","OL   -0.000011
dtype: float64",",    0.000023
dtype: float64"," NH   -0.000034
dtype: float64"
195,5,2321,RT @###### This bitch at work gone make me slap her head off her fuckin neck,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000046
dtype: float64",",    0.000023
dtype: float64"," OL   -0.000046
dtype: float64","NH    0.0
dtype: float64",",   -0.000023
dtype: float64"," OL   -0.000008
dtype: float64","NH    0.000008
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.000038
dtype: float64"
195,5,2321,RT @###### This bitch at work gone make me slap her head off her fuckin neck,C.HS,NH,NH,NH,NH,NH,NH,"NH   -0.018265
dtype: float64",",   -0.000008
dtype: float64",,"NH   -0.038307
HS   -3.288307
dtype: float64",",   -0.000008
dtype: float64",,"NH   -0.003284
dtype: float64",",   -0.000008
dtype: float64",
195,5,2321,RT @###### This bitch at work gone make me slap her head off her fuckin neck,C.OL,OL,OL,OL,OL,OL,OL,"OL    0.000042
dtype: float64",",   -0.000008
dtype: float64",,"OL    0.0
dtype: float64",",   -0.000008
dtype: float64",,"OL   -0.000034
dtype: float64",",   -0.000008
dtype: float64",
195,6,2978,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL    0.000008
dtype: float64",",    0.00005
dtype: float64"," HS   -0.000015
dtype: float64","OL    0.000046
dtype: float64",",   -0.000004
dtype: float64"," HS    0.000023
dtype: float64","OL   -0.000065
dtype: float64",",   -0.000023
dtype: float64"," HS   -0.000057
dtype: float64"
195,6,2978,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS   -0.100296
NH   -2.350296
dtype: float64",",    0.000023
dtype: float64"," OL   -0.001499
dtype: float64","HS   -0.048706
NH   -3.048706
dtype: float64",",    0.000034
dtype: float64"," OL   -0.000057
dtype: float64","HS   -0.000282
dtype: float64",",    0.000027
dtype: float64"," OL   -0.000034
dtype: float64"
195,6,2978,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",C.HS,HS,HS,HS,HS,HS,HS,"HS   -0.000019
dtype: float64",",    0.000027
dtype: float64",,"HS   -0.000023
dtype: float64",",    0.000027
dtype: float64",,"HS   -0.000061
dtype: float64",",    0.000027
dtype: float64",
195,6,2978,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",C.OL,OL,OL,OL,OL,OL,OL,"OL   -0.000034
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000053
dtype: float64",",    0.000027
dtype: float64",,"OL   -0.000053
dtype: float64",",    0.000027
dtype: float64",
196,1,796,@###### oh... my phone is some trash! but you knew that!,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL   -0.129478
NO   -2.129478
dtype: float64",",   -0.000061
dtype: float64"," NH   -0.000046
dtype: float64","OL   -0.202866
NO   -1.702866
dtype: float64",",   -0.000034
dtype: float64"," NH   -0.000004
dtype: float64","OL   -0.014702
dtype: float64",",    0.000061
dtype: float64"," NH   -0.000019
dtype: float64"
196,1,796,@###### oh... my phone is some trash! but you knew that!,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH   -0.000038
dtype: float64",",   -0.000008
dtype: float64"," OL   -0.001728
dtype: float64","NH   -0.000038
dtype: float64",",    0.0
dtype: float64"," OL   -0.003578
dtype: float64","NH   -0.000019
dtype: float64",",   -0.000031
dtype: float64"," OL   -0.00135
dtype: float64"
196,1,796,@###### oh... my phone is some trash! but you knew that!,C.HS,NH,NH,NH,NH,NH,NH,"NH    0.000027
dtype: float64",",   -0.000031
dtype: float64",,"NH    0.000027
dtype: float64",",   -0.000031
dtype: float64",,"NH   -0.000015
dtype: float64",",   -0.000031
dtype: float64",
196,1,796,@###### oh... my phone is some trash! but you knew that!,C.OL,NO,NO,NO,NO,NO,NO,"NO   -0.023502
OL   -3.773502
dtype: float64",",   -0.000031
dtype: float64",,"NO   -0.387451
OL   -1.137451
dtype: float64",",   -0.000031
dtype: float64",,"NO   -0.023502
OL   -3.773502
dtype: float64",",   -0.000031
dtype: float64",
